cod_ine,id_candidato,dist_m
4625001001.0,J2E_0360,1348.4
4625001001.0,J2E_0570,1348.4
4625001001.0,J2V_0217,1353.6
4625001001.0,J2V_0199,1359.28
4625001001.0,J2V_0202,1363.6
4625001001.0,J1_0042,1376.28
4625001001.0,J2E_0150,1381.53
4625001001.0,J2V_0181,1384.26
4625001001.0,J2E_0536,1389.63
4625001001.0,J2V_0227,1392.23
4625001001.0,J2V_0322,1395.75
4625001001.0,J2V_0291,1399.63
4625001001.0,J2E_0473,1400.29
4625001001.0,J2E_0366,1401.82
4625001001.0,J2E_0561,1419.01
4625001001.0,J2E_0151,1443.74
4625001001.0,J2E_0082,1451.01
4625001001.0,J2V_0178,1459.11
4625001001.0,J2E_0459,1461.5
4625001001.0,J1_0043,1464.19
4625001001.0,J1_0008,1464.24
4625001001.0,J2E_0330,1464.24
4625001002.0,J2E_0565,10.62
4625001002.0,J2E_0045,29.75
4625001002.0,J2E_0782,74.06
4625001002.0,J2E_0321,84.76
4625001002.0,J2E_0052,87.58
4625001002.0,J1_0018,97.42
4625001002.0,J2E_0325,98.68
4625001002.0,J2E_0003,116.99
4625001002.0,J2E_0323,139.12
4625001002.0,J2E_0103,199.51
4625001002.0,J2E_0783,199.51
4625001002.0,J2E_0784,199.51
4625001002.0,J2E_0044,208.23
4625001002.0,J1_0051,209.72
4625001002.0,J2E_0240,212.05
4625001002.0,J2E_0106,213.19
4625001002.0,J2E_0061,221.93
4625001002.0,J2E_0230,225.82
4625001002.0,J2E_0564,225.82
4625001002.0,J2E_0624,228.84
4625001002.0,J2E_0186,239.57
4625001002.0,J2E_0211,239.57
4625001002.0,J2E_0104,242.96
4625001002.0,J2E_0207,255.17
4625001002.0,J2E_0625,255.17
4625001002.0,J2E_0329,260.51
4625001002.0,J2E_0043,261.47
4625001002.0,J2E_0175,266.01
4625001002.0,J2E_0182,268.02
4625001002.0,J2E_0144,270.64
4625001002.0,J2E_0503,278.69
4625001002.0,J2E_0210,278.9
4625001002.0,J2E_0520,281.61
4625001002.0,J2E_0187,283.61
4625001002.0,J2E_0102,289.57
4625001002.0,J2E_0231,290.44
4625001002.0,J1_0006,292.76
4625001002.0,J2E_0100,294.26
4625001002.0,J1_0004,294.78
4625001002.0,J2E_0334,294.78
