cod_ine,coddistrit,pct_65mas_norm,renta_pc_norm,suhi_ref_norm,ndvi_ref_norm,HVI,HVI_quintil
4625008041,08,0.630867,0.731583,0.795153,0.753415,0.727754,Q4 alto
4625008042,08,0.208625,0.664762,0.735538,0.706145,0.578768,Q1 muy bajo
4625009001,09,0.553155,0.657551,0.852994,0.7672,0.707725,Q3 medio
4625009002,09,0.702322,0.651337,0.888298,0.914995,0.789238,Q5 muy alto
4625009003,09,0.489005,0.693437,0.901258,0.890391,0.743523,Q5 muy alto
4625009004,09,0.519214,0.785313,0.863502,0.922988,0.772754,Q5 muy alto
4625009005,09,0.266186,0.787274,0.881668,0.945955,0.720271,Q4 alto
4625009007,09,0.405564,0.832198,0.912205,0.947987,0.774488,Q5 muy alto
4625009008,09,0.430811,0.78837,0.904197,0.981301,0.77617,Q5 muy alto
4625009009,09,0.299704,0.737066,0.884846,0.934446,0.714016,Q4 alto
4625009010,09,0.393731,0.769762,0.935905,0.849874,0.737318,Q4 alto
4625009012,09,0.391958,0.801097,0.882825,0.842218,0.729524,Q4 alto
4625009013,09,0.406687,0.856189,0.993828,0.92569,0.795598,Q5 muy alto
4625009015,09,0.195087,0.76408,0.94642,0.922478,0.707016,Q3 medio
4625009016,09,0.536525,0.79691,0.977731,0.858345,0.792378,Q5 muy alto
4625009017,09,0.464378,0.791361,0.810141,0.489453,0.638833,Q2 bajo
4625009018,09,0.274931,0.803522,0.877722,0.787747,0.68598,Q3 medio
4625009019,09,0.514342,0.794085,0.907218,0.838265,0.763478,Q5 muy alto
4625009020,09,0.530039,0.745572,0.880757,0.795714,0.73802,Q5 muy alto
4625009021,09,0.497534,0.712078,0.923301,0.742827,0.718935,Q4 alto
4625009022,09,0.705659,0.800797,0.950879,0.88639,0.835931,Q5 muy alto
4625009023,09,0.760242,0.767935,0.997931,0.886793,0.853225,Q5 muy alto
4625009024,09,0.482918,0.773118,0.91252,0.779761,0.737079,Q4 alto
4625009025,09,0.394092,0.722512,0.86246,0.802509,0.695393,Q3 medio
4625009026,09,0.361097,0.83582,0.91354,0.779914,0.722593,Q4 alto
4625009028,09,0.604884,0.702442,0.878743,0.780034,0.741526,Q5 muy alto
4625009029,09,0.515177,0.739159,0.942741,0.513607,0.677671,Q2 bajo
4625009030,09,0.502579,0.803489,0.854946,0.695353,0.714092,Q4 alto
4625009031,09,0.290547,0.738594,0.778597,0.611968,0.604926,Q1 muy bajo
4625009032,09,0.309122,0.862137,0.829142,0.826452,0.706713,Q3 medio
4625009033,09,0.390726,0.867785,0.827471,0.73816,0.706036,Q3 medio
4625009034,09,0.454868,0.877322,0.8009,0.669947,0.700759,Q3 medio
4625009035,09,0.784662,0.766872,0.789591,0.539459,0.720146,Q4 alto
4625009036,09,0.81722,0.75378,0.769288,0.687591,0.75697,Q5 muy alto
4625009037,09,0.577645,0.850075,0.802537,0.693701,0.73099,Q4 alto
4625009038,09,0.162151,0.782024,0.794667,0.689992,0.607208,Q1 muy bajo
4625009039,09,0.370914,0.809337,0.789461,0.595444,0.641289,Q2 bajo
4625009040,09,0.817301,0.772853,0.802544,0.672798,0.766374,Q5 muy alto
4625009041,09,0.397867,0.700947,0.929035,0.91441,0.735565,Q4 alto
4625009042,09,0.4236,0.725669,0.834335,0.662017,0.661405,Q2 bajo
4625010001,10,0.549757,0.586941,0.844767,0.767581,0.687262,Q3 medio
4625010002,10,0.415704,0.735139,0.86218,0.810789,0.705953,Q3 medio
4625010003,10,0.311965,0.778967,0.877099,0.921901,0.722483,Q4 alto
4625010004,10,0.459045,0.767802,0.841246,0.787403,0.713874,Q4 alto
4625010005,10,0.694303,0.71909,0.83093,0.648936,0.723315,Q4 alto
4625010006,10,0.357642,0.824389,0.881072,0.908693,0.742949,Q5 muy alto
4625010007,10,0.395507,0.809437,0.885887,0.903781,0.748653,Q5 muy alto
4625010008,10,0.521725,0.836883,0.844925,0.851279,0.763703,Q5 muy alto
4625010009,10,0.461095,0.822662,0.885312,0.912117,0.770296,Q5 muy alto
4625010010,10,0.579879,0.666822,0.824704,0.648623,0.680007,Q3 medio
4625010011,10,0.685701,0.687423,0.841904,0.824192,0.759805,Q5 muy alto
4625010012,10,0.65311,0.710218,0.878688,0.87235,0.778592,Q5 muy alto
4625010013,10,0.2054,0.741618,0.909095,0.856379,0.678123,Q2 bajo
4625010014,10,0.438006,0.716398,0.851083,0.803772,0.702315,Q3 medio
4625010015,10,0.464609,0.812062,0.852117,0.890937,0.754931,Q5 muy alto
4625010016,10,0.500146,0.763781,0.881763,0.865935,0.752906,Q5 muy alto
4625010017,10,0.446004,0.793155,0.875057,0.820198,0.733604,Q4 alto
4625010018,10,0.389637,0.738329,0.860981,0.759812,0.68719,Q3 medio
4625010019,10,0.465081,0.774547,0.873845,0.796223,0.727424,Q4 alto
4625010021,10,0.378028,0.835621,0.867653,0.830459,0.72794,Q4 alto
4625010022,10,0.490638,0.691444,0.910026,0.802727,0.723709,Q4 alto
4625010023,10,0.679999,0.65888,0.877229,0.785955,0.750516,Q5 muy alto
4625010024,10,0.522216,0.778867,0.857063,0.801403,0.739887,Q5 muy alto
4625010025,10,0.324119,0.707792,0.858261,0.775863,0.666509,Q2 bajo
4625010026,10,0.611284,0.711447,0.980334,0.870953,0.793504,Q5 muy alto
4625010027,10,0.682898,0.70623,0.831684,0.689932,0.727686,Q4 alto
4625010028,10,0.56831,0.764845,0.873037,0.65328,0.714868,Q4 alto
4625010029,10,0.398344,0.794085,0.833458,0.679404,0.676323,Q2 bajo
4625010030,10,0.327797,0.805782,0.78957,0.729397,0.663136,Q2 bajo
4625010031,10,0.496082,0.832896,0.815538,0.710288,0.713701,Q4 alto
4625010032,10,0.474276,0.804087,0.829416,0.691646,0.699856,Q3 medio
4625010033,10,0.387336,0.910517,0.830642,0.765756,0.723563,Q4 alto
4625010034,10,0.443566,0.898754,0.847219,0.644211,0.708438,Q3 medio
4625010035,10,0.435409,0.891344,0.770507,0.389656,0.621729,Q1 muy bajo
4625010036,10,0.490172,0.903971,0.781433,0.460789,0.659091,Q2 bajo
4625010037,10,0.537309,0.872304,0.756602,0.475283,0.660375,Q2 bajo
4625010039,10,0.135863,0.584748,0.757451,0.6858,0.540966,Q1 muy bajo
4625010040,10,0.349318,0.525602,0.671964,0.878359,0.606311,Q1 muy bajo
4625010041,10,0.614143,0.780096,0.762801,0.61045,0.691872,Q3 medio
4625010043,10,0.678457,0.682306,0.790646,0.732484,0.720973,Q4 alto
4625010044,10,0.456778,0.775611,0.801599,0.713429,0.686854,Q3 medio
4625010045,10,0.681316,0.656621,0.844068,0.747928,0.732483,Q4 alto
4625010046,10,0.641981,0.668616,0.860871,0.868948,0.760104,Q5 muy alto
4625010047,10,0.534216,0.709088,0.899128,0.790813,0.733311,Q4 alto
4625010048,10,0.389392,0.717727,0.804414,0.721627,0.65829,Q2 bajo
4625010049,10,0.390527,0.761921,0.865241,0.831917,0.712401,Q4 alto
4625010050,10,0.468272,0.763615,0.858001,0.762661,0.713137,Q4 alto
4625010051,10,0.313361,0.734142,0.756595,0.45773,0.565457,Q1 muy bajo
4625010052,10,0.3031,0.543612,0.733079,0.724005,0.575949,Q1 muy bajo
4625010053,10,0.25762,0.606513,0.70161,0.613633,0.544844,Q1 muy bajo
4625010054,10,0.23605,0.698056,0.753779,0.581715,0.5674,Q1 muy bajo
4625010055,10,0.009858,0.456156,0.885736,0.766711,0.529615,Q1 muy bajo
4625011001,11,0.282385,0.81884,0.83617,0.912744,0.712535,Q4 alto
4625011002,11,0.184176,0.859545,0.858145,0.861772,0.69091,Q3 medio
4625011004,11,0.423322,0.69696,0.851596,0.900393,0.718068,Q4 alto
4625011005,11,0.340881,0.746835,0.802784,0.955474,0.711494,Q4 alto
4625011006,11,0.459438,0.664429,0.756485,1.0,0.720088,Q4 alto
4625011008,11,0.359216,0.807676,0.790495,0.942724,0.725028,Q4 alto
4625011009,11,0.282113,0.673235,0.77372,0.91681,0.66147,Q2 bajo
4625011011,11,0.424548,0.713972,0.756992,0.900304,0.698954,Q3 medio
4625011012,11,0.506834,0.783818,0.800003,0.776589,0.716811,Q4 alto
4625011015,11,0.636478,0.679415,0.747279,0.926186,0.747339,Q5 muy alto
4625011017,11,0.376546,0.820169,0.836054,0.937873,0.74266,Q5 muy alto
4625011019,11,0.643689,0.73042,0.833239,0.839644,0.761748,Q5 muy alto
4625011021,11,0.403645,0.753182,0.806873,0.936587,0.725072,Q4 alto
4625011022,11,0.31109,0.791793,0.816902,0.920423,0.710052,Q4 alto
4625011024,11,0.343608,0.830038,0.801907,0.855781,0.707834,Q3 medio
4625011026,11,0.483327,0.795581,0.814545,0.91351,0.751741,Q5 muy alto
4625011028,11,0.460602,0.759761,0.79142,0.892579,0.726091,Q4 alto
4625011030,11,0.454776,0.771823,0.77724,0.939535,0.735844,Q4 alto
4625011031,11,0.440062,0.738063,0.75917,0.813003,0.687575,Q3 medio
4625011032,11,0.255132,0.907094,0.855487,0.725028,0.685685,Q3 medio
4625011033,11,0.640137,0.715202,0.731723,0.691104,0.694542,Q3 medio
4625011034,11,0.602599,0.725536,0.756999,0.803876,0.722252,Q4 alto
4625011035,11,0.591394,0.78847,0.773377,0.797023,0.737566,Q5 muy alto
4625011036,11,0.37438,0.861804,0.806586,0.952037,0.748702,Q5 muy alto
4625011037,11,0.37117,0.869247,0.781946,0.920582,0.735736,Q4 alto
4625011038,11,0.524679,0.686061,0.773514,0.828534,0.703197,Q3 medio
4625011039,11,0.521911,0.807576,0.767493,0.906039,0.750755,Q5 muy alto
4625011040,11,0.460713,0.64097,0.73849,0.825748,0.66648,Q2 bajo
4625011041,11,0.41973,0.72949,0.732072,0.880663,0.690489,Q3 medio
4625011042,11,0.360466,0.924007,0.741984,0.764892,0.697837,Q3 medio
4625011044,11,0.350905,0.870543,0.821313,0.742268,0.696257,Q3 medio
4625011045,11,0.319573,0.911879,0.830197,0.753195,0.703711,Q3 medio
4625011046,11,0.40247,0.861306,0.772795,0.847142,0.720928,Q4 alto
4625011047,11,0.383706,0.870344,0.757383,0.791878,0.700828,Q3 medio
4625011048,11,0.395253,0.87267,0.756684,0.781159,0.701442,Q3 medio
4625011050,11,0.79339,0.773683,0.717879,0.871579,0.789133,Q5 muy alto
4625011051,11,0.610891,0.659412,0.670217,0.63068,0.6428,Q2 bajo
4625011052,11,0.407243,0.620701,0.737881,0.829956,0.648945,Q2 bajo
4625011053,11,0.33122,0.765808,0.766178,0.671115,0.63358,Q2 bajo
4625011054,11,0.281603,0.759894,0.795091,0.809449,0.661509,Q2 bajo
4625011055,11,0.47175,0.732746,0.785358,0.80526,0.698778,Q3 medio
4625012001,12,0.443056,0.803422,0.837075,0.820797,0.726088,Q4 alto
4625012002,12,0.414826,0.74617,0.796804,0.851441,0.70231,Q3 medio
4625012003,12,0.483279,0.795248,0.825806,0.850297,0.738658,Q5 muy alto
4625012006,12,0.477307,0.812992,0.861727,0.869522,0.755387,Q5 muy alto
4625012008,12,0.518443,0.708955,0.813011,0.910612,0.737755,Q5 muy alto
4625012009,12,0.644021,0.780861,0.796913,0.874203,0.774,Q5 muy alto
4625012010,12,0.615364,0.792922,0.667039,0.501313,0.64416,Q2 bajo
4625012011,12,0.341692,0.785014,0.760095,0.725444,0.653061,Q2 bajo
4625012012,12,0.374447,0.778701,0.790296,0.800669,0.686028,Q3 medio
4625012013,12,0.374821,0.727829,0.863488,0.944791,0.727732,Q4 alto
4625012014,12,0.257218,0.789998,0.793146,0.854493,0.673714,Q2 bajo
4625012015,12,0.319934,0.829473,0.856364,0.917491,0.730816,Q4 alto
4625012016,12,0.154347,0.699983,0.803955,0.924423,0.645677,Q2 bajo
4625012018,12,0.39943,0.71055,0.824847,0.941132,0.71899,Q4 alto
4625012019,12,0.384865,0.700748,0.869934,0.90549,0.715259,Q4 alto
4625012020,12,0.567313,0.678751,0.900642,0.85451,0.750304,Q5 muy alto
4625012021,12,0.451804,0.74215,0.816737,0.810549,0.70531,Q3 medio
4625012023,12,0.584711,0.755042,0.805565,0.767253,0.728143,Q4 alto
4625012024,12,0.432606,0.706363,0.868769,0.817489,0.706307,Q3 medio
4625012025,12,0.27215,0.715368,0.740265,0.759392,0.621794,Q1 muy bajo
4625012026,12,0.479344,0.849178,0.718338,0.868745,0.728901,Q4 alto
4625012027,12,0.307646,0.899784,0.731209,0.90057,0.709802,Q4 alto
4625012028,12,0.565543,0.778069,0.833293,0.883691,0.765149,Q5 muy alto
4625012029,12,0.353061,0.848879,0.76724,0.860809,0.707497,Q3 medio
4625012030,12,0.4456,0.78827,0.838671,0.882037,0.738644,Q5 muy alto
4625012031,12,0.365082,0.780927,0.827101,0.888153,0.715316,Q4 alto
4625012032,12,0.442499,0.812128,0.796023,0.659461,0.677528,Q2 bajo
4625012033,12,0.531022,0.771723,0.808551,0.813047,0.731086,Q4 alto
4625012034,12,0.345906,0.723177,0.812703,0.857259,0.684761,Q3 medio
4625012035,12,0.459796,0.683037,0.79279,0.822096,0.68943,Q3 medio
4625012036,12,0.417283,1.0,0.809168,0.914166,0.785154,Q5 muy alto
4625012037,12,0.304396,0.435753,0.68178,0.539244,0.490293,Q1 muy bajo
4625012038,12,0.294676,0.657817,0.789659,0.815548,0.639425,Q2 bajo
4625012039,12,0.559008,0.722279,0.8206,0.883442,0.746332,Q5 muy alto
4625012040,12,0.259444,0.689915,0.737833,0.728481,0.603918,Q1 muy bajo
4625012041,12,0.234124,0.394418,0.616322,0.532092,0.444239,Q1 muy bajo
4625012042,12,0.169128,0.496827,0.716495,0.719772,0.525556,Q1 muy bajo
4625012043,12,0.671262,0.721781,0.792495,0.852334,0.759468,Q5 muy alto
4625012044,12,0.319637,0.529291,0.793516,0.714172,0.589154,Q1 muy bajo
4625012045,12,0.13437,0.509487,0.658449,0.693446,0.498938,Q1 muy bajo
4625012046,12,0.180265,0.473833,0.60765,0.472096,0.433461,Q1 muy bajo
4625012047,12,0.459182,0.688952,0.791749,0.775434,0.678829,Q2 bajo
4625012048,12,0.202514,0.472836,0.674423,0.664201,0.503494,Q1 muy bajo
4625013001,13,0.479978,0.722479,0.786015,0.774321,0.690698,Q3 medio
4625013002,13,0.662286,0.687789,0.803633,0.891044,0.761188,Q5 muy alto
4625013003,13,0.597942,0.707692,0.727572,0.707207,0.685103,Q3 medio
4625013004,13,0.458465,0.810733,0.652558,0.67295,0.648676,Q2 bajo
4625013005,13,0.477183,0.649643,0.720503,0.735236,0.645641,Q2 bajo
4625013007,13,0.575945,0.75893,0.815621,0.838766,0.747316,Q5 muy alto
4625013008,13,0.685593,0.703738,0.764274,0.73151,0.721279,Q4 alto
4625013009,13,0.58829,0.842731,0.788461,0.713113,0.733149,Q4 alto
4625013010,13,0.750726,0.598638,0.757369,0.81468,0.730353,Q4 alto
4625013011,13,0.809001,0.620801,0.703665,0.642043,0.693878,Q3 medio
4625013012,13,0.610478,0.612361,0.714029,0.668244,0.651278,Q2 bajo
4625013013,13,0.69734,0.52331,0.715694,0.666751,0.650774,Q2 bajo
4625013014,13,0.556402,0.585147,0.636618,0.627632,0.60145,Q1 muy bajo
4625013015,13,0.618226,0.653929,0.678848,0.620296,0.642825,Q2 bajo
4625013016,13,0.198577,0.898222,0.79331,0.895708,0.696454,Q3 medio
4625013017,13,0.535892,0.738129,0.752416,0.847824,0.718565,Q4 alto
4625013019,13,0.643212,0.705333,0.83217,0.918954,0.774917,Q5 muy alto
4625013020,13,0.641207,0.664296,0.767061,0.767433,0.709999,Q4 alto
4625013021,13,0.820527,0.565343,0.73349,0.716551,0.708978,Q3 medio
4625013022,13,0.557108,0.536933,0.767651,0.770723,0.658104,Q2 bajo
4625013023,13,0.501024,0.514039,0.733367,0.714627,0.615764,Q1 muy bajo
4625013024,13,0.552117,0.592025,0.77485,0.763004,0.670499,Q2 bajo
4625013025,13,0.541794,0.48513,0.760109,0.625948,0.603245,Q1 muy bajo
4625013026,13,0.616084,0.508191,0.746971,0.717727,0.647243,Q2 bajo
4625013027,13,0.507516,0.530952,0.653284,0.684753,0.594126,Q1 muy bajo
4625013028,13,0.508896,0.549327,0.727298,0.701588,0.621777,Q1 muy bajo
4625013029,13,0.840695,0.666855,0.763952,0.698597,0.742525,Q5 muy alto
4625013030,13,0.584231,0.702044,0.754567,0.760085,0.700232,Q3 medio
4625014001,14,0.640046,0.464496,0.722523,0.659654,0.62168,Q1 muy bajo
4625014002,14,0.560272,0.61482,0.824601,0.87765,0.719336,Q4 alto
4625014004,14,0.660149,0.648579,0.754403,0.73248,0.698903,Q3 medio
4625014005,14,0.458333,0.728028,0.755766,0.654979,0.649276,Q2 bajo
4625014006,14,0.419488,0.812195,0.863645,0.95135,0.76167,Q5 muy alto
4625014007,14,0.354441,0.789533,0.838924,0.909204,0.723026,Q4 alto
4625014008,14,0.401559,0.711248,0.831992,0.880702,0.706375,Q3 medio
4625014009,14,0.448063,0.724506,0.819272,0.865588,0.714357,Q4 alto
4625014010,14,0.527805,0.742848,0.803503,0.842018,0.729044,Q4 alto
4625014012,14,0.390492,0.741718,0.871756,0.842695,0.711665,Q4 alto
4625014013,14,0.438529,0.774813,0.807243,0.886217,0.7267,Q4 alto
4625014014,14,0.561784,0.656089,0.871317,0.825997,0.728797,Q4 alto
4625014015,14,0.4004,0.661406,0.785323,0.841169,0.672074,Q2 bajo
4625014016,14,0.461109,0.768799,0.850322,0.887883,0.742028,Q5 muy alto
4625014018,14,0.694737,0.683037,0.760677,0.809949,0.7371,Q4 alto
4625014019,14,0.402225,0.668184,0.769849,0.654598,0.623714,Q1 muy bajo
4625014020,14,0.514053,0.564845,0.749067,0.455873,0.57096,Q1 muy bajo
4625014021,14,0.488243,0.334773,0.750827,0.742404,0.579062,Q1 muy bajo
4625014022,14,0.554144,0.7157,0.796338,0.842188,0.727092,Q4 alto
4625014023,14,0.554254,0.668383,0.734264,0.738327,0.673807,Q2 bajo
4625014024,14,0.495203,0.53464,0.679122,0.666558,0.593881,Q1 muy bajo
4625015001,15,0.293425,0.951487,0.846918,0.920169,0.753,Q5 muy alto
4625015002,15,0.351239,0.766606,0.844411,0.900038,0.715574,Q4 alto
4625015003,15,0.501011,0.790729,0.779939,0.751489,0.705792,Q3 medio
4625015004,15,0.449823,0.775411,0.796667,0.828767,0.712667,Q4 alto
4625015005,15,0.231399,0.935105,0.84761,0.917958,0.733018,Q4 alto
4625015006,15,0.367669,0.891643,0.832629,0.851058,0.73575,Q4 alto
4625015007,15,0.234296,0.942648,0.89495,0.924509,0.749101,Q5 muy alto
4625015008,15,0.150865,0.957202,0.839575,0.7837,0.682835,Q3 medio
4625015010,15,0.234792,0.927662,0.827272,0.883528,0.718313,Q4 alto
4625015011,15,0.300262,0.94421,0.920459,0.951484,0.779104,Q5 muy alto
4625015012,15,0.325615,0.838578,0.808983,0.866498,0.709918,Q4 alto
4625015013,15,0.471104,0.861173,0.780323,0.757554,0.717538,Q4 alto
4625015014,15,0.421126,0.867021,0.862296,0.87406,0.756126,Q5 muy alto
4625015015,15,0.36668,0.850573,0.842027,0.900908,0.740047,Q5 muy alto
4625015016,15,0.349897,0.831002,0.802969,0.778204,0.690518,Q3 medio
4625015017,15,0.344222,0.87905,0.77883,0.740747,0.685712,Q3 medio
4625015018,15,0.642571,0.813258,0.827615,0.750346,0.758448,Q5 muy alto
4625015019,15,0.574745,0.853198,0.863118,0.794587,0.771412,Q5 muy alto
4625015020,15,0.413559,0.887257,0.88586,0.848036,0.758678,Q5 muy alto
4625015021,15,0.39445,0.833095,0.884154,0.790671,0.725593,Q4 alto
4625015022,15,0.314342,0.853896,0.884832,0.912765,0.741459,Q5 muy alto
4625015023,15,0.518777,0.795946,0.902306,0.885134,0.775541,Q5 muy alto
4625015024,15,0.470279,0.746004,0.884647,0.888289,0.747305,Q5 muy alto
4625015025,15,0.331853,0.870709,0.917232,0.945321,0.766279,Q5 muy alto
4625015026,15,0.239306,0.880545,0.856145,0.879625,0.713905,Q4 alto
4625015027,15,0.298871,0.832198,0.848966,0.857961,0.709499,Q4 alto
4625015028,15,0.147634,0.720153,0.820224,0.761911,0.61248,Q1 muy bajo
4625015029,15,0.565785,0.664064,0.717708,0.686756,0.658578,Q2 bajo
4625015030,15,0.5947,0.734474,0.855528,0.866528,0.762808,Q5 muy alto
4625015031,15,0.580076,0.7685,0.720071,0.674793,0.68586,Q3 medio
4625015032,15,0.383633,0.849543,0.8602,0.903049,0.749106,Q5 muy alto
4625015033,15,0.385735,0.634125,0.676026,0.448462,0.536087,Q1 muy bajo
4625015034,15,0.166231,0.566573,0.690548,0.600746,0.506024,Q1 muy bajo
