cod_ine,ndvi_medio_2023,ndvi_medio_2024,ndvi_medio_2025
4625001001,0.14046887255921217,0.13958021613070842,0.1473683933331109
4625001002,0.13959270453143796,0.1348201651154358,0.14247270307340074
4625001003,0.2105196655132402,0.2008258872777235,0.20938327416733668
4625001005,0.13842013780762288,0.1349766490338959,0.14324179262064551
4625001007,0.12993221293585458,0.1263077503747192,0.1322440637444644
4625001008,0.21502418432603973,0.21132075394254196,0.21498377898226237
4625001009,0.3146281436924145,0.29747348355432374,0.30690301451280305
4625001010,0.33339318567900594,0.31800628758801996,0.3283250642105874
4625001011,0.24548856958498502,0.2268186467733032,0.21587650505574674
4625001012,0.20109261287888064,0.1797411549324784,0.20657612106182613
4625001013,0.15754632292256512,0.145091099974292,0.1514073642925401
4625001014,0.2033805424037344,0.1844659608183053,0.20551310491180308
4625001017,0.18763712440235733,0.16117155224615615,0.1792523191378134
4625001019,0.15888545992917885,0.14619858087636897,0.1539954785678329
4625001022,0.1761283150943239,0.1648809928038566,0.1712814689463543
4625001023,0.13971146726182793,0.13345636564981783,0.14315345020968484
4625001024,0.1454205566906668,0.13238308431517606,0.14313526394416082
4625001025,0.13763317305259445,0.1311024290584452,0.1421013782360249
4625001026,0.12742369472853246,0.12130847547449408,0.1274793851441648
4625001028,0.14390135572452806,0.13859332414038766,0.14714415975253212
4625001030,0.16046049850848584,0.15089475718141027,0.16139200572186532
4625001031,0.1142840730982668,0.11236961482616001,0.12257076980522706
4625001032,0.13195278513521627,0.12630626618175136,0.13526294694369467
4625001034,0.1937776284594932,0.18376370418743515,0.19088731440644244
4625002001,0.12273936498994846,0.11771260663631458,0.12630500309429266
4625002003,0.12418633890896451,0.11338817262494043,0.12530127463207677
4625002004,0.180590427229741,0.16062088091737617,0.18185410791739529
4625002006,0.14404033184347245,0.13411642236980006,0.1458820750450548
4625002008,0.13220401381406593,0.12297027720529234,0.129702292696333
4625002009,0.12342598106550859,0.1156716192440332,0.12763580783863718
4625002010,0.12471090223430852,0.11377901308856163,0.1252799812365097
4625002013,0.1207799642684165,0.1157205538547422,0.11947881332757747
4625002014,0.13292780238383073,0.12864605912649132,0.13635518412508746
4625002015,0.13059783871482633,0.12633712394538785,0.1361362486587253
4625002016,0.14693679235090548,0.13884259693263876,0.14463537141720148
4625002018,0.14028306413571195,0.1309048034291586,0.14337388469835002
4625002019,0.1404808348935953,0.13628826019241647,0.14486429220008668
4625002020,0.258304506167814,0.2771452334215617,0.28029491940302814
4625002021,0.12367162024647116,0.11965715901954004,0.1259469302204181
4625002023,0.14780000330517648,0.1322887321322816,0.1507566745859853
4625002024,0.1224316851746001,0.11816412728245755,0.12645547307281577
4625002025,0.15126479114674465,0.1411141671776624,0.15702761865936332
4625002026,0.13418873341414458,0.1289401813245721,0.1343384968487927
4625002030,0.12995513783749468,0.12486803700242671,0.12859861229527406
4625002031,0.12329231653750303,0.11922275066760286,0.11955579561606987
4625002032,0.28419408747513064,0.2733308445513076,0.28410553328131116
4625002033,0.16289319648952807,0.16079364913638397,0.16763861390373958
4625002035,0.14726858225300365,0.1437338851552129,0.15162252872890303
4625002036,0.11634735177345423,0.11542972683751787,0.12420331968519568
4625002037,0.12949945122021989,0.12641066127235615,0.13471740868898777
4625002039,0.253432021381049,0.24766664620395523,0.26490389149209426
4625002041,0.24526992659903402,0.23231067396882477,0.24651166285435797
4625002042,0.17550754439562014,0.16086596894590066,0.17006791529960535
4625002043,0.2461471506421299,0.2415664230671291,0.25487912419198366
4625002044,0.2016733394304081,0.20136492750318105,0.2110479585026578
4625002045,0.2466862217093939,0.23793661180134318,0.24840592491591046
4625002046,0.2537733683172621,0.2450365060585024,0.2510291624590418
4625002047,0.26900309592490984,0.25944922043827456,0.27922015022929236
4625002050,0.1879168789626752,0.18154444081025345,0.19032779836253205
4625002051,0.15212423894707455,0.1415232270832446,0.14317430725142405
4625002053,0.18417827933773143,0.1694284347981111,0.18657353849210057
4625002054,0.14029771139428407,0.1328131232964789,0.13752908261462424
4625002055,0.18092373908123188,0.17537136491068875,0.1771667806707179
4625002057,0.23131692299480164,0.22028831859538636,0.23330154580374007
4625003001,0.14747138498798773,0.13548628154545184,0.15565495409406724
4625003002,0.1601399081408424,0.14057392060316423,0.14970287053705156
4625003004,0.14879403218508508,0.136053631626015,0.14539902123378737
4625003007,0.4060786687106695,0.39047880244950905,0.40157735006924544
4625003008,0.3191186832248049,0.28920446849916276,0.30157485340246365
4625003010,0.10232393270076068,0.09987282079708154,0.10226488623627905
4625003013,0.1129655366730195,0.10453010207609369,0.11441145540880597
4625003015,0.17030454864504038,0.16060441922406282,0.17294391570765696
4625003017,0.15984677347072107,0.15617659147195645,0.16832797064960597
4625003018,0.26733666027327363,0.26372501682652943,0.2778123663902501
4625003019,0.1893421469321322,0.1800535131874357,0.19200710175731225
4625003020,0.16907310303281017,0.1630047095733157,0.16760577149149458
4625003021,0.18729014086952916,0.17580464683985217,0.19485892792470977
4625003023,0.2612321748122028,0.23111610109492342,0.257470734206512
4625003025,0.2510377113669774,0.2418792486673881,0.24375457774833062
4625003026,0.14561362348455212,0.13644284962032147,0.14402574318071396
4625003027,0.1932118145263507,0.1867421853433707,0.19518975195326652
4625003029,0.11873405920307352,0.10527087670698611,0.11655828780964103
4625003030,0.14849120896053647,0.1400960116420416,0.15451701562335313
4625003032,0.1113772825438299,0.102610596658105,0.1091881155382404
4625003033,0.11770263505301753,0.1063281389615443,0.11120636942649718
4625003034,0.1944508462257097,0.18066561366563233,0.17585950789299487
4625003035,0.18502296369269153,0.1726222103983283,0.182234041535283
4625003036,0.19131117218056792,0.1787625510847883,0.19395926665110033
